,waste,wst_oper,unit,countryID,y2018,y2017,y2016,y2015,y2014,y2013,y2012,y2011,y2010,y2009,y2008,y2007,y2006,y2005,sum_year
9293,TOTAL,COL,KG_HAB,BE,,10.9,11.27,10.51,10.38,10.79,10.49,10.42,9.69,9.54,8.32,7.7,7.22,6.5,123.72999999999998
9294,TOTAL,COL,KG_HAB,BG,,7.7,8.63,8.64,5.86,4.84,5.26,5.5,6.09,4.49,5.39,2.94,,,65.34000000000002
9295,TOTAL,COL,KG_HAB,CY,,5.46,3.16,3.5,2.69,2.65,2.91,3.2,3.15,2.84,3.05,3.28,6.01,4.72,46.62
9296,TOTAL,COL,KG_HAB,CZ,,10.07,10.13,7.04,5.57,5.16,5.11,5.28,5.06,5.57,4.36,3.24,,,66.59
9297,TOTAL,COL,KG_HAB,DE,,10.13,9.5,8.84,8.93,9.03,8.59,8.85,9.5,10.16,8.45,7.13,9.15,,108.26
9298,TOTAL,COL,KG_HAB,DK,,12.1,12.43,12.75,12.68,12.84,13.63,15.14,14.95,15.28,14.13,18.0,11.08,,165.01000000000002
9299,TOTAL,COL,KG_HAB,EE,,6.96,6.76,5.65,4.61,3.53,4.13,4.98,4.23,3.6,4.61,4.62,4.35,,58.03000000000001
9300,TOTAL,COL,KG_HAB,GR,,5.19,4.98,4.53,4.17,3.49,3.37,3.81,4.18,5.95,4.26,2.84,1.03,0.07,47.87
9301,TOTAL,COL,KG_HAB,ES,,6.16,5.38,4.97,3.98,4.49,3.38,3.29,3.39,2.96,6.44,6.14,3.58,,54.16
9302,TOTAL,COL,KG_HAB,EU27_2020,,8.43,8.0,7.26,6.68,6.86,6.74,6.9,6.91,,,,,,57.78
9303,TOTAL,COL,KG_HAB,EU28,,9.04,8.87,7.63,6.86,6.96,6.88,7.06,7.0,,,,,,60.3
9304,TOTAL,COL,KG_HAB,FI,,11.87,10.96,11.41,12.09,10.65,9.78,9.75,9.48,9.97,10.28,9.2,7.53,3.08,126.05000000000001
9305,TOTAL,COL,KG_HAB,FR,,11.1,10.82,9.28,7.88,7.29,7.19,7.22,6.69,6.1,4.69,2.74,0.24,,81.23999999999998
9306,TOTAL,COL,KG_HAB,HR,,8.82,9.3,5.65,3.66,3.53,3.79,4.09,,,,,,,38.84
9307,TOTAL,COL,KG_HAB,HU,,6.46,5.97,5.3,5.25,5.03,4.46,3.72,4.05,4.66,4.47,3.54,2.39,1.54,56.83999999999999
9308,TOTAL,COL,KG_HAB,IE,,10.88,10.79,10.34,9.64,9.22,8.95,8.65,9.74,9.88,11.16,11.71,,,110.95999999999998
9309,TOTAL,COL,KG_HAB,IS,,17.06,13.38,13.82,10.49,7.63,7.72,6.05,5.0,3.22,,,,,84.37
9310,TOTAL,COL,KG_HAB,IT,,,,5.67,5.17,7.26,8.35,9.17,9.83,8.82,7.62,8.0,1.15,1.05,72.08999999999999
9311,TOTAL,COL,KG_HAB,LI,,12.37,13.91,11.42,8.27,7.85,3.81,4.35,1.7,1.72,1.39,1.44,,,68.22999999999999
9312,TOTAL,COL,KG_HAB,LT,,4.7,4.54,5.6,7.57,5.46,4.77,3.91,2.88,2.21,3.69,3.61,2.85,0.81,52.6
9313,TOTAL,COL,KG_HAB,LU,,10.17,10.64,10.36,9.92,9.53,9.44,9.62,9.51,9.68,8.68,8.58,8.14,,114.27000000000001
9314,TOTAL,COL,KG_HAB,LV,,4.81,2.47,2.47,2.47,2.4,2.31,2.26,2.04,2.32,2.99,2.96,,,29.5
9315,TOTAL,COL,KG_HAB,MT,,6.31,5.37,4.46,3.85,4.0,3.59,3.76,3.7,2.89,0.42,0.53,0.65,0.37,39.9
9316,TOTAL,COL,KG_HAB,NL,,9.97,9.08,8.57,8.41,6.99,7.38,7.92,7.71,6.56,6.28,5.99,5.78,5.5,96.14
9317,TOTAL,COL,KG_HAB,NO,,18.73,19.6,20.35,20.87,20.66,20.9,22.17,22.04,23.89,23.83,23.29,21.8,21.63,279.75999999999993
9318,TOTAL,COL,KG_HAB,PL,,6.49,6.13,5.24,4.55,4.51,4.61,3.77,2.95,2.8,1.48,0.71,0.45,,43.69
9319,TOTAL,COL,KG_HAB,PT,,6.8,6.75,6.22,5.81,4.79,4.16,5.62,4.41,4.23,3.91,2.45,0.4,0.0,55.550000000000004
9320,TOTAL,COL,KG_HAB,RO,,,2.37,2.06,1.62,1.66,1.15,1.04,1.3,1.9,1.06,0.18,0.05,,14.390000000000002
9321,TOTAL,COL,KG_HAB,SE,,14.06,16.45,14.69,14.94,18.39,17.71,18.69,17.21,16.53,16.28,17.0,14.32,5.4,201.67000000000002
9322,TOTAL,COL,KG_HAB,SI,,6.12,6.74,5.1,4.7,4.15,4.58,4.55,4.23,4.01,3.42,2.64,,,50.24
9323,TOTAL,COL,KG_HAB,SK,,5.48,5.2,4.31,4.19,4.17,4.19,4.37,4.07,4.12,3.6,2.7,1.6,0.67,48.67000000000001
9324,TOTAL,COL,KG_HAB,GB,,13.18,14.8,10.18,8.08,7.68,7.91,8.18,7.64,7.57,7.25,3.16,,,95.63
9490,TOTAL,MKT,KG_HAB,AT,,24.02,23.8,21.6,19.34,18.38,18.77,19.14,19.83,19.18,20.63,20.15,18.96,7.82,251.62
9491,TOTAL,MKT,KG_HAB,BE,,25.69,24.52,23.86,23.23,24.19,29.67,27.68,27.03,26.64,27.55,25.01,23.68,20.41,329.16
9492,TOTAL,MKT,KG_HAB,BG,,10.58,10.14,9.47,9.08,7.8,7.27,6.96,6.92,7.53,13.65,13.55,,,102.95
9493,TOTAL,MKT,KG_HAB,CY,,13.37,7.21,11.52,10.29,11.15,14.88,17.9,23.12,23.69,22.7,22.58,19.88,31.77,230.05999999999997
9494,TOTAL,MKT,KG_HAB,CZ,,19.21,17.74,17.26,17.04,17.3,16.06,17.37,15.85,17.41,20.13,19.62,,,194.99
9495,TOTAL,MKT,KG_HAB,DE,,25.18,23.78,23.23,21.16,19.95,22.09,20.8,21.16,20.27,22.94,19.6,22.3,,262.46
9496,TOTAL,MKT,KG_HAB,DK,,29.85,27.69,27.24,27.0,24.66,25.38,25.47,26.6,26.43,29.56,37.82,31.9,,339.59999999999997
9497,TOTAL,MKT,KG_HAB,EE,,12.56,12.09,11.79,11.52,10.6,11.37,10.74,9.91,8.4,12.72,13.37,13.6,,138.67
9498,TOTAL,MKT,KG_HAB,GR,,12.5,12.1,11.56,12.8,11.37,12.25,13.72,16.03,19.39,18.99,19.21,15.96,13.93,189.81000000000003
9499,TOTAL,MKT,KG_HAB,ES,,14.32,13.48,12.99,11.99,11.56,12.27,14.2,16.03,15.02,16.88,21.63,11.54,,171.91
9500,TOTAL,MKT,KG_HAB,EU27_2020,,20.45,18.9,18.09,17.03,16.48,17.3,17.36,17.95,17.12,20.19,20.0,,,200.87
9501,TOTAL,MKT,KG_HAB,EU28,,20.97,19.87,19.25,18.15,17.24,17.94,18.17,18.76,18.08,20.4,19.15,,,207.98000000000002
9502,TOTAL,MKT,KG_HAB,FI,,22.57,22.31,21.54,23.1,25.3,25.44,26.93,27.62,27.13,30.6,31.15,26.4,10.06,320.15
9503,TOTAL,MKT,KG_HAB,FR,,28.12,26.2,25.19,23.44,23.64,24.49,25.56,25.23,24.27,26.02,25.66,23.35,,301.17
9504,TOTAL,MKT,KG_HAB,HR,,13.17,12.01,10.62,9.25,9.38,9.25,10.65,,,,,,,74.33
9505,TOTAL,MKT,KG_HAB,HU,,13.65,11.78,10.57,9.43,8.08,8.49,11.97,12.42,12.65,13.46,12.97,13.48,12.82,151.76999999999998
9506,TOTAL,MKT,KG_HAB,IE,,22.56,20.29,18.37,20.03,18.39,18.47,21.63,21.13,21.31,25.6,32.18,,,239.96
9507,TOTAL,MKT,KG_HAB,IS,,47.33,22.96,36.81,28.25,24.92,23.46,24.5,22.25,18.52,,,,,249.0
9508,TOTAL,MKT,KG_HAB,IT,,,,15.02,14.54,14.06,15.0,16.74,18.85,16.48,23.66,23.92,,,158.27000000000004
9509,TOTAL,MKT,KG_HAB,LI,,12.37,13.91,11.42,8.27,7.85,3.81,4.35,,,,,,,61.97999999999999
9510,TOTAL,MKT,KG_HAB,LT,,11.87,11.19,10.69,10.75,9.31,9.48,8.5,7.75,7.46,13.32,14.84,15.23,14.6,144.98999999999998
9511,TOTAL,MKT,KG_HAB,LU,,21.38,20.34,20.66,21.68,21.68,23.33,32.85,33.57,26.65,24.03,26.25,16.81,16.54,305.77
9512,TOTAL,MKT,KG_HAB,LV,,11.85,9.56,9.68,9.2,8.86,8.27,7.65,7.29,7.3,13.03,16.51,,,109.2
9513,TOTAL,MKT,KG_HAB,MT,,23.91,22.48,29.7,39.44,34.2,32.18,33.55,34.48,33.28,24.43,23.22,24.9,24.4,380.16999999999996
9514,TOTAL,MKT,KG_HAB,NL,,24.37,21.82,20.23,18.97,18.21,19.38,,,,,,,,122.98
9515,TOTAL,MKT,KG_HAB,NO,,35.17,34.92,34.21,35.47,35.55,37.08,37.33,37.14,35.73,43.64,44.18,40.15,84.54,535.11
9516,TOTAL,MKT,KG_HAB,PL,,15.99,15.36,13.87,13.65,12.78,12.64,13.55,12.8,11.75,15.6,14.6,22.69,,175.28
9517,TOTAL,MKT,KG_HAB,PT,,15.34,13.33,12.59,11.72,11.66,11.13,12.38,14.86,16.0,16.46,16.99,11.71,16.9,181.07000000000002
9518,TOTAL,MKT,KG_HAB,RO,,,10.19,8.49,7.01,6.85,6.51,6.38,7.47,6.08,11.88,9.01,6.65,,86.52000000000001
9519,TOTAL,MKT,KG_HAB,SE,,27.71,26.1,26.22,24.54,25.28,23.02,24.51,24.78,23.52,25.39,31.24,24.96,9.41,316.68
9520,TOTAL,MKT,KG_HAB,SI,,16.18,17.09,15.22,14.75,13.83,13.76,14.41,13.88,13.63,16.61,17.51,13.58,,180.45000000000002
9521,TOTAL,MKT,KG_HAB,SK,,12.55,12.12,9.72,9.84,8.51,8.86,8.53,9.14,8.44,11.28,10.42,9.59,9.03,128.03
9522,TOTAL,MKT,KG_HAB,GB,,24.44,26.5,27.17,25.87,22.5,22.39,23.76,24.45,24.83,21.85,13.1,,,256.85999999999996
9556,TOTAL,RCV,KG_HAB,AT,,12.36,8.9,8.57,8.4,8.13,8.25,8.16,7.94,8.0,7.88,6.75,6.52,1.92,101.77999999999999
9557,TOTAL,RCV,KG_HAB,BE,,9.35,9.36,9.15,8.87,9.25,8.88,8.81,8.43,8.05,6.85,6.47,6.29,5.62,105.38
9558,TOTAL,RCV,KG_HAB,BG,,6.79,7.21,7.56,5.06,4.08,4.46,4.59,4.89,3.56,3.52,1.89,,,53.61000000000001
9559,TOTAL,RCV,KG_HAB,CY,,4.28,2.78,3.18,2.4,2.13,2.52,2.53,2.25,2.25,,,,,24.32
9560,TOTAL,RCV,KG_HAB,CZ,,8.97,9.27,5.94,4.8,4.72,4.12,4.65,4.68,4.55,3.46,2.53,,,57.69
9561,TOTAL,RCV,KG_HAB,DE,,9.82,9.19,7.98,8.52,8.52,8.12,8.39,9.0,9.48,7.83,6.65,8.29,,101.78999999999999
9562,TOTAL,RCV,KG_HAB,DK,,11.24,11.75,11.74,11.48,11.49,12.64,15.24,13.59,13.58,13.99,15.84,9.89,,152.47000000000003
9563,TOTAL,RCV,KG_HAB,EE,,6.57,6.21,5.14,4.2,2.5,3.71,3.87,4.05,3.41,3.75,3.85,,,47.26
9564,TOTAL,RCV,KG_HAB,GR,,4.37,4.6,4.06,3.5,3.16,3.04,3.47,4.1,5.03,3.52,2.19,0.85,0.02,41.91000000000001
9565,TOTAL,RCV,KG_HAB,ES,,5.44,5.02,4.07,3.21,4.11,3.07,2.79,2.5,2.21,6.08,5.68,2.76,,46.94
9566,TOTAL,RCV,KG_HAB,EU27_2020,,7.69,7.31,6.39,5.96,6.15,5.9,6.21,,,,,,,45.61
9567,TOTAL,RCV,KG_HAB,EU28,,8.22,8.03,6.68,6.1,,5.15,5.43,,,,,,,39.61
9568,TOTAL,RCV,KG_HAB,FI,,11.17,10.29,10.89,10.94,9.56,8.95,8.97,8.68,9.18,8.86,7.66,6.3,2.54,113.99000000000002
9569,TOTAL,RCV,KG_HAB,FR,,9.96,9.76,8.31,7.06,6.31,6.03,6.06,5.5,4.83,3.78,2.11,0.07,,69.77999999999999
9570,TOTAL,RCV,KG_HAB,HR,,8.43,8.98,5.23,3.59,3.53,3.61,0.0,,,,,,,33.37
9571,TOTAL,RCV,KG_HAB,HU,,5.54,5.14,4.71,4.67,4.46,3.69,3.31,3.52,3.98,3.75,2.86,1.85,1.22,48.699999999999996
9572,TOTAL,RCV,KG_HAB,IE,,9.88,10.42,9.69,8.31,8.0,7.61,7.17,7.97,8.23,9.18,9.8,,,96.26
9573,TOTAL,RCV,KG_HAB,IS,,15.81,10.59,10.53,8.41,5.6,6.71,5.19,4.05,2.45,,,,,69.34
9574,TOTAL,RCV,KG_HAB,IT,,,,5.01,4.41,6.47,6.75,8.6,8.86,8.1,8.25,7.16,,,63.61
9575,TOTAL,RCV,KG_HAB,LI,,9.03,10.16,8.34,6.2,5.89,2.86,3.26,1.7,1.72,1.39,1.44,,,51.99
9576,TOTAL,RCV,KG_HAB,LT,,4.15,3.98,4.87,6.18,4.16,3.72,2.97,2.25,1.91,2.71,2.55,2.01,0.59,42.05
9577,TOTAL,RCV,KG_HAB,LU,,9.7,9.96,9.62,9.27,8.91,8.78,8.82,8.58,8.61,7.46,7.72,7.45,,104.88
9578,TOTAL,RCV,KG_HAB,LV,,3.89,2.19,2.03,2.23,2.17,1.93,1.84,1.73,1.91,2.09,2.03,,,24.040000000000003
9579,TOTAL,RCV,KG_HAB,MT,,4.55,5.55,2.9,4.38,4.01,2.69,4.67,2.12,1.64,0.0,0.0,0.0,0.0,32.51
9580,TOTAL,RCV,KG_HAB,NL,,9.31,8.7,8.21,8.12,6.68,7.04,7.41,7.29,5.89,5.7,5.39,5.06,4.76,89.56
9581,TOTAL,RCV,KG_HAB,NO,,16.93,18.72,18.81,19.61,19.33,19.58,20.69,19.83,20.71,21.03,20.24,18.57,22.83,256.88
9582,TOTAL,RCV,KG_HAB,PL,,5.39,5.06,3.69,3.38,3.44,3.54,3.41,2.33,2.36,0.6,0.44,0.89,,34.53
9583,TOTAL,RCV,KG_HAB,PT,,6.18,6.15,5.59,4.99,4.53,3.66,4.87,3.84,3.67,3.34,2.28,0.36,0.0,49.46000000000001
9584,TOTAL,RCV,KG_HAB,RO,,,2.03,1.52,1.47,1.5,1.01,0.93,1.17,1.61,0.32,0.03,0.0,,11.59
9585,TOTAL,RCV,KG_HAB,SE,,12.91,15.09,13.46,13.78,16.89,16.26,17.09,15.81,15.21,14.7,15.22,13.4,5.05,184.87000000000003
9586,TOTAL,RCV,KG_HAB,SI,,6.11,5.68,4.52,4.38,2.23,3.98,3.65,3.44,3.24,,,,,37.23
9587,TOTAL,RCV,KG_HAB,SK,,4.99,4.76,3.96,3.87,3.68,3.75,3.86,3.59,3.37,3.12,2.31,1.42,0.57,43.24999999999999
9588,TOTAL,RCV,KG_HAB,GB,,11.8,12.91,8.66,7.07,,0.0,0.0,,5.97,5.64,2.52,,,54.57000000000001
9655,TOTAL,RCY_REU,KG_HAB,AT,,10.62,7.94,7.53,7.24,7.16,7.34,7.33,7.1,7.16,7.16,6.12,6.02,1.71,90.42999999999999
9656,TOTAL,RCY_REU,KG_HAB,BE,,8.19,8.17,8.14,7.97,8.54,8.22,8.1,7.77,7.44,6.41,6.15,5.54,4.8,95.44
9657,TOTAL,RCY_REU,KG_HAB,BG,,6.45,7.03,7.4,4.97,4.04,4.42,4.53,4.77,3.43,3.51,1.87,,,52.419999999999995
9658,TOTAL,RCY_REU,KG_HAB,CY,,4.28,2.78,3.18,2.4,2.13,2.52,2.53,2.25,2.25,,,,,24.32
9659,TOTAL,RCY_REU,KG_HAB,CZ,,8.75,9.12,5.81,4.76,4.7,4.12,4.59,4.39,4.17,3.3,2.45,,,56.160000000000004
9660,TOTAL,RCY_REU,KG_HAB,DE,,8.68,8.24,7.01,7.52,7.48,7.17,7.42,7.86,8.16,6.81,5.77,7.28,,89.39999999999999
9661,TOTAL,RCY_REU,KG_HAB,DK,,10.38,10.74,10.73,10.52,10.6,11.5,13.92,12.49,12.62,12.77,14.67,8.85,,139.79
9662,TOTAL,RCY_REU,KG_HAB,EE,,5.97,5.86,4.9,3.92,2.33,3.32,3.46,3.5,2.98,3.75,3.85,,,43.839999999999996
9663,TOTAL,RCY_REU,KG_HAB,GR,,4.09,4.26,4.06,3.5,3.16,3.04,3.47,4.1,5.03,3.52,2.19,0.85,0.02,41.290000000000006
9664,TOTAL,RCY_REU,KG_HAB,ES,,5.12,4.72,3.76,3.06,3.68,2.85,2.64,2.29,1.94,5.14,4.83,2.5,,42.53
9665,TOTAL,RCY_REU,KG_HAB,EU27_2020,,7.07,6.73,5.87,5.47,5.68,5.48,5.84,5.65,,,,,,47.79
9666,TOTAL,RCY_REU,KG_HAB,EU28,,7.55,7.42,6.17,5.61,5.59,5.42,5.74,5.55,,,,,,49.05
9667,TOTAL,RCY_REU,KG_HAB,FI,,10.69,9.75,10.56,10.62,9.36,8.75,8.68,8.39,8.67,8.47,7.27,5.94,2.52,109.66999999999999
9668,TOTAL,RCY_REU,KG_HAB,FR,,9.09,8.86,7.6,6.37,5.74,5.52,5.62,5.18,4.5,3.56,1.96,0.06,,64.06
9669,TOTAL,RCY_REU,KG_HAB,HR,,8.4,8.95,5.22,3.5,3.44,3.5,,,,,,,,33.01
9670,TOTAL,RCY_REU,KG_HAB,HU,,5.44,5.01,4.41,4.56,4.41,3.64,3.26,3.34,3.89,3.67,2.78,1.83,1.21,47.449999999999996
9671,TOTAL,RCY_REU,KG_HAB,IE,,9.12,9.19,8.6,8.07,7.68,7.47,7.11,7.83,8.1,8.77,9.8,,,91.73999999999998
9672,TOTAL,RCY_REU,KG_HAB,IS,,15.7,10.59,10.53,7.73,4.86,5.7,4.32,3.33,2.15,,,,,64.91
9673,TOTAL,RCY_REU,KG_HAB,IT,,,,4.86,4.26,6.38,6.68,8.54,8.47,7.7,6.49,5.58,,,58.96
9674,TOTAL,RCY_REU,KG_HAB,LI,,9.03,10.16,8.34,6.2,5.89,2.86,3.26,1.7,1.72,1.39,1.44,,,51.99
9675,TOTAL,RCY_REU,KG_HAB,LT,,3.86,3.74,4.52,5.73,3.79,3.28,2.75,2.09,1.7,2.28,2.25,1.8,0.34,38.129999999999995
9676,TOTAL,RCY_REU,KG_HAB,LU,,9.07,9.3,9.0,8.73,8.34,8.19,8.27,8.15,8.21,7.04,7.33,7.21,,98.84000000000002
9677,TOTAL,RCY_REU,KG_HAB,LV,,3.89,2.19,2.03,2.23,2.17,1.93,1.84,1.73,1.91,2.09,2.03,,,24.040000000000003
9678,TOTAL,RCY_REU,KG_HAB,MT,,4.55,5.55,2.9,4.12,3.9,2.57,4.61,2.09,1.64,0.0,0.0,0.0,0.0,31.93
9679,TOTAL,RCY_REU,KG_HAB,NL,,8.14,7.34,7.03,6.93,5.81,6.12,6.48,6.16,5.17,5.09,4.74,4.49,4.16,77.66
9680,TOTAL,RCY_REU,KG_HAB,NO,,16.14,16.74,16.77,16.71,16.68,16.48,18.12,17.97,18.96,19.42,18.97,17.47,21.23,231.66
9681,TOTAL,RCY_REU,KG_HAB,PL,,5.37,5.04,3.66,3.35,3.41,3.51,3.39,2.31,2.3,0.58,0.4,0.21,,33.529999999999994
9682,TOTAL,RCY_REU,KG_HAB,PT,,5.5,5.54,4.85,4.47,4.14,3.6,4.66,3.75,3.6,3.31,2.25,0.36,0.0,46.03
9683,TOTAL,RCY_REU,KG_HAB,RO,,,1.75,1.36,1.41,1.44,0.97,0.89,1.1,1.51,0.27,0.02,,,10.719999999999999
9684,TOTAL,RCY_REU,KG_HAB,SE,,11.74,13.72,12.29,12.57,15.4,14.93,15.63,14.45,13.89,13.44,13.92,13.51,5.1,170.58999999999997
9685,TOTAL,RCY_REU,KG_HAB,SI,,5.32,5.11,4.4,3.84,2.12,3.65,3.42,3.32,2.71,,,,,33.89
9686,TOTAL,RCY_REU,KG_HAB,SK,,4.86,4.65,3.74,3.8,3.55,3.68,3.79,3.54,3.33,3.08,2.27,1.34,0.48,42.11
9687,TOTAL,RCY_REU,KG_HAB,GB,,10.82,12.08,8.24,6.51,,,,,5.88,5.51,2.46,,,51.5
9754,TOTAL,REU,KG_HAB,AT,,1.11,0.2,0.2,0.15,0.16,0.15,0.11,0.15,0.11,0.15,0.1,0.12,0.05,2.76
9755,TOTAL,REU,KG_HAB,BE,,0.0,0.0,0.31,0.35,0.5,0.37,0.39,0.5,0.26,0.21,0.21,0.19,0.12,3.4099999999999997
9756,TOTAL,REU,KG_HAB,BG,,0.0,0.0,0.0,,0.02,0.04,0.01,0.0,0.0,,,,,0.07
9757,TOTAL,REU,KG_HAB,CY,,0.21,0.29,0.21,0.12,0.11,0.05,0.08,0.03,0.01,,,,,1.1099999999999999
9758,TOTAL,REU,KG_HAB,CZ,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0
9759,TOTAL,REU,KG_HAB,DE,,0.29,0.13,0.05,0.19,0.17,0.15,0.13,0.11,0.13,0.11,0.08,0.15,,1.6900000000000002
9760,TOTAL,REU,KG_HAB,DK,,0.06,0.06,0.03,0.04,0.04,0.0,0.0,,,,,,,0.22999999999999998
9761,TOTAL,REU,KG_HAB,EE,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0
9762,TOTAL,REU,KG_HAB,GR,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9763,TOTAL,REU,KG_HAB,ES,,0.0,0.0,0.0,0.03,,0.01,0.03,0.02,0.02,,,,,0.11000000000000001
9764,TOTAL,REU,KG_HAB,EU27_2020,,0.11,0.06,0.05,,,,,,,,,,,0.22
9765,TOTAL,REU,KG_HAB,EU28,,0.12,0.09,0.08,,,,,,,,,,,0.29
9766,TOTAL,REU,KG_HAB,FI,,0.5,0.28,0.16,0.13,0.18,0.1,0.04,0.03,0.04,0.07,0.06,0.07,0.01,1.6700000000000004
9767,TOTAL,REU,KG_HAB,FR,,0.12,0.14,0.13,0.13,0.13,0.15,0.21,0.18,0.22,0.12,0.12,0.06,,1.71
9768,TOTAL,REU,KG_HAB,HR,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0
9769,TOTAL,REU,KG_HAB,HU,,0.0,0.0,0.0,,,0.0,0.0,0.01,,,,,,0.01
9770,TOTAL,REU,KG_HAB,IE,,0.2,0.0,0.14,0.08,0.12,0.08,0.12,0.07,0.14,0.09,,,,1.04
9771,TOTAL,REU,KG_HAB,IS,,0.0,0.0,0.0,,0.0,,,0.01,0.0,,,,,0.01
9772,TOTAL,REU,KG_HAB,IT,,,,0.0,,,,,,,,,,,0.0
9773,TOTAL,REU,KG_HAB,LI,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
9774,TOTAL,REU,KG_HAB,LT,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,0.0
9775,TOTAL,REU,KG_HAB,LU,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0
9776,TOTAL,REU,KG_HAB,LV,,0.0,0.0,0.0,0.03,0.03,0.02,0.08,0.0,0.11,0.07,0.06,,,0.4
9777,TOTAL,REU,KG_HAB,MT,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9778,TOTAL,REU,KG_HAB,NL,,0.0,0.0,0.0,0.0,0.06,0.03,0.1,0.0,0.07,0.0,0.01,0.01,0.02,0.30000000000000004
9779,TOTAL,REU,KG_HAB,NO,,0.3,0.31,0.43,0.21,,0.16,0.28,0.1,0.21,0.28,0.22,0.36,0.27,3.1300000000000003
9780,TOTAL,REU,KG_HAB,PL,,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.0,0.0,0.0,,0.19
9781,TOTAL,REU,KG_HAB,PT,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,,,0.05
9782,TOTAL,REU,KG_HAB,RO,,,0.0,0.0,,,0.0,0.0,,,,,,,0.0
9783,TOTAL,REU,KG_HAB,SE,,0.01,0.01,0.03,0.05,0.03,0.0,0.0,0.02,0.02,,,0.0,0.0,0.16999999999999998
9784,TOTAL,REU,KG_HAB,SI,,0.0,0.0,0.0,,,0.01,0.02,,,,,,,0.03
9785,TOTAL,REU,KG_HAB,SK,,0.0,0.0,0.0,,,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07
9786,TOTAL,REU,KG_HAB,GB,,0.24,0.34,0.31,0.37,0.42,0.65,0.78,0.62,0.41,0.35,0.12,,,4.61
